18,55
72,50
48,74
18,42
29,100
121,132
115,187
29,71
37,142
403,386
307,326
37,100
47,189
675,202
400,473
47,140
57,219
1077,255
767,686
57,164
69,273
1734,904
833,939
69,192
78,291
1406,242
1414,1234
78,219
88,355
3123,376
1698,1562
88,235
99,405
4765,2522
2506,1951
99,266
107,416
3212,1465
2718,2342
107,302
